TB_NUM,JUMBO,BREED,LACTATION,CALVING_DATE,DIM,WEEKOFYEAR,DATEOFSCORING,BCS0_5,BCS1_5,BODY_WEIGHT,MANUALBCS_FB,MANUALBCS_JK
IE151941630311,311,FR,1,30/01/2016,248,40,04/10/2016,,3.65,,,
IE151941630311,311,FR,1,30/01/2016,262,42,18/10/2016,,3.54,544,,
IE151941630311,311,FR,1,30/01/2016,269,43,25/10/2016,,3.62,567,,
IE151941630311,311,FR,1,30/01/2016,276,44,01/11/2016,,3.52,544,2.75,
IE151941670067,67,FR,2,12/02/2016,88,19,10/05/2016,,3.69,504,2.75,2.75
IE151941660330,330,FR,1,03/02/2016,48,12,22/03/2016,,3.48,454,,
IE151941660330,330,FR,1,03/02/2016,55,13,29/03/2016,,3.48,477,,
IE151941660330,330,FR,1,03/02/2016,62,14,05/04/2016,,3.52,458,,
IE151549266704,6704,FR,4,24/01/2016,107,19,10/05/2016,,3.69,580,3,3
IE151941660330,330,FR,1,03/02/2016,76,16,19/04/2016,,3.4,446,,
IE151549296723,6723,FR,4,14/02/2016,86,19,10/05/2016,,2.96,532,2.75,2.75
IE151941660330,330,FR,1,03/02/2016,104,20,17/05/2016,,3.37,455,,
IE151941660330,330,FR,1,03/02/2016,118,22,31/05/2016,,3.4,,,
IE151549236800,6800,FR,4,05/02/2016,95,19,10/05/2016,,3.29,543,2.75,3
IE151549267009,7009,FR,3,30/01/2016,101,19,10/05/2016,,3.34,463,2.75,3
IE151549257214,7214,FR,3,27/02/2016,73,19,10/05/2016,,2.82,,2.5,2.75
IE151941660330,330,FR,1,03/02/2016,202,34,23/08/2016,,3.21,,,
IE151941660330,330,FR,1,03/02/2016,209,35,30/08/2016,,3.18,446,,
IE151941660330,330,FR,1,03/02/2016,216,36,06/09/2016,,3.29,472,,
IE151941660330,330,FR,1,03/02/2016,237,39,27/09/2016,,3.24,370,,
IE151941660330,330,FR,1,03/02/2016,258,42,18/10/2016,,3.26,499,,
IE151941660330,330,FR,1,03/02/2016,265,43,25/10/2016,,3.3,514,,
IE151941660330,330,FR,1,03/02/2016,272,44,01/11/2016,,3.38,509,2.75,
IE151535330496,8002,FR,4,06/02/2016,94,19,10/05/2016,,3.54,578,2.75,2.5
IE151941610334,334,FR,1,28/02/2016,30,13,29/03/2016,,4.02,445,,
IE151941610334,334,FR,1,28/02/2016,37,14,05/04/2016,,4.14,452,,
IE151535370509,8003,FR,4,04/02/2016,96,19,10/05/2016,,3.66,616,2.75,3
IE151941610334,334,FR,1,28/02/2016,51,16,19/04/2016,,3.89,447,,
IE151941610334,334,FR,1,28/02/2016,65,18,03/05/2016,,4.1,446,,
IE131232360860,8022,FR,4,01/02/2016,99,19,10/05/2016,,3.37,551,2.75,3
IE211372060869,8025,FR,4,12/02/2016,88,19,10/05/2016,,2.65,589,2.5,2.5
IE351158020892,8032,FR,4,13/02/2016,87,19,10/05/2016,,3.47,601,2.75,3
IE151941610334,334,FR,1,28/02/2016,184,35,30/08/2016,,3.93,466,,
IE151941610334,334,FR,1,28/02/2016,191,36,06/09/2016,,4.04,499.5,,
IE151941610334,334,FR,1,28/02/2016,212,39,27/09/2016,,3.86,395,,
IE151941610334,334,FR,1,28/02/2016,219,40,04/10/2016,,3.9,,,
IE151941610334,334,FR,1,28/02/2016,226,41,11/10/2016,,3.91,501.12,3,
IE151941610334,334,FR,1,28/02/2016,233,42,18/10/2016,,3.88,526,,
IE151941680340,340,FR,1,03/02/2016,41,11,15/03/2016,,3.43,413,,
IE151941680340,340,FR,1,03/02/2016,48,12,22/03/2016,,3.41,436,,
IE151941680340,340,FR,1,03/02/2016,55,13,29/03/2016,,3.36,438,,
IE151941680340,340,FR,1,03/02/2016,62,14,05/04/2016,,3.44,439.5,,
IE151941680340,340,FR,1,03/02/2016,76,16,19/04/2016,,3.58,439,,
IE151941680340,340,FR,1,03/02/2016,90,18,03/05/2016,,3.44,453,,
IE341255120922,8037,FR,4,24/01/2016,107,19,10/05/2016,,2.58,599,2.25,2.5
IE151941680340,340,FR,1,03/02/2016,104,20,17/05/2016,,3.45,465,,
IE151941680340,340,FR,1,03/02/2016,111,21,24/05/2016,,3.61,,,
IE151941680340,340,FR,1,03/02/2016,118,22,31/05/2016,,3.46,,,
IE341255120963,8039,FR,4,25/01/2016,106,19,10/05/2016,,3.08,579,2.5,2.5
IE151101941227,8055,FR,4,13/02/2016,87,19,10/05/2016,,3.18,559,3,3.25
IE151941680340,340,FR,1,03/02/2016,202,34,23/08/2016,,3.39,,,
IE151941680340,340,FR,1,03/02/2016,209,35,30/08/2016,,3.54,484,,
IE151941680340,340,FR,1,03/02/2016,216,36,06/09/2016,,3.42,514,,
IE151941680340,340,FR,1,03/02/2016,237,39,27/09/2016,,3.37,410,,
IE151941680340,340,FR,1,03/02/2016,244,40,04/10/2016,,3.5,,,
IE151941680340,340,FR,1,03/02/2016,258,42,18/10/2016,,3.36,542,,
IE151941680340,340,FR,1,03/02/2016,265,43,25/10/2016,,3.43,546,,
IE151941680340,340,FR,1,03/02/2016,272,44,01/11/2016,,3.54,523,3,
IE241039221233,8056,FR,4,25/02/2016,75,19,10/05/2016,,3.57,579,3.25,3.25
IE151941630344,344,FR,1,18/01/2016,64,12,22/03/2016,,3.7,423,,
IE151941630344,344,FR,1,18/01/2016,71,13,29/03/2016,,3.65,419,,
IE151941630344,344,FR,1,18/01/2016,78,14,05/04/2016,,3.7,425,,
IE241425321605,8099,FR,4,02/02/2016,98,19,10/05/2016,,2.94,579.5,2.75,2.5
IE151941630344,344,FR,1,18/01/2016,92,16,19/04/2016,,3.72,446,,
IE221277541661,8100,FR,4,10/02/2016,90,19,10/05/2016,,3.45,487,2.75,3
IE151941630344,344,FR,1,18/01/2016,127,21,24/05/2016,,3.86,,,
IE151941630344,344,FR,1,18/01/2016,134,22,31/05/2016,,3.89,,,
IE141893621824,8105,FR,4,25/02/2016,75,19,10/05/2016,,3.82,567,3.25,3.25
IE281436292204,8115,FR,4,12/02/2016,88,19,10/05/2016,,3.82,554,3.25,3.5
IE191390551172,8301,FR,4,27/01/2016,104,19,10/05/2016,,3.34,596,3,2.75
IE151941630344,344,FR,1,18/01/2016,218,34,23/08/2016,,3.9,,,
IE151941630344,344,FR,1,18/01/2016,225,35,30/08/2016,,3.89,506,,
IE151941630344,344,FR,1,18/01/2016,232,36,06/09/2016,,3.87,516.5,,
IE151941630344,344,FR,1,18/01/2016,253,39,27/09/2016,,3.86,525,,
IE151941630344,344,FR,1,18/01/2016,260,40,04/10/2016,,3.88,,,
IE151941630344,344,FR,1,18/01/2016,274,42,18/10/2016,,3.82,568,,
IE151620943503,3503,FR,2,23/02/2016,28,12,22/03/2016,,3.34,506,,
IE151620943503,3503,FR,2,23/02/2016,35,13,29/03/2016,,3.26,492,,
IE151620943503,3503,FR,2,23/02/2016,42,14,05/04/2016,,3.14,472,,
IE241152321308,8308,FR,4,30/01/2016,101,19,10/05/2016,,3.05,573,2.75,2.5
IE151620943503,3503,FR,2,23/02/2016,56,16,19/04/2016,,3.18,490,,
IE151620943503,3503,FR,2,23/02/2016,70,18,03/05/2016,,3.13,473,,
IE151620943503,3503,FR,2,23/02/2016,77,19,10/05/2016,,3.1,459,,
IE151620933551,3551,FR,2,07/02/2016,37,11,15/03/2016,,3.09,461,,
IE151620933551,3551,FR,2,07/02/2016,44,12,22/03/2016,,3.13,449,,
IE151620933551,3551,FR,2,07/02/2016,51,13,29/03/2016,,3.09,443,,
IE151620933551,3551,FR,2,07/02/2016,58,14,05/04/2016,,3.3,447,,
IE241152371329,8329,FR,4,02/02/2016,98,19,10/05/2016,,3.61,559,3,3
IE151620933551,3551,FR,2,07/02/2016,72,16,19/04/2016,,3.36,468,,
IE151620933551,3551,FR,2,07/02/2016,86,18,03/05/2016,,3.28,460,,
IE151623472531,8500,FR,3,24/01/2016,107,19,10/05/2016,,3.56,512,2.75,3
IE151620933551,3551,FR,2,07/02/2016,107,21,24/05/2016,,3.41,,,
IE151620933551,3551,FR,2,07/02/2016,114,22,31/05/2016,,3.37,,,
IE151623422493,8503,FR,3,01/02/2016,99,19,10/05/2016,,3.7,600,3,3
IE331018970989,8511,FR,3,04/02/2016,96,19,10/05/2016,,3.26,548,3,3
IE331018980981,8515,FR,3,18/02/2016,82,19,10/05/2016,,3.86,610,3.25,3.25
IE151620933551,3551,FR,2,07/02/2016,198,34,23/08/2016,,3.26,507,,
IE151620933551,3551,FR,2,07/02/2016,205,35,30/08/2016,,3.38,459,,
IE151620933551,3551,FR,2,07/02/2016,212,36,06/09/2016,,3.3,480,,
IE151620933551,3551,FR,2,07/02/2016,240,40,04/10/2016,,3.28,,,
IE151620933551,3551,FR,2,07/02/2016,247,41,11/10/2016,,3.32,470,2.75,
IE151620933551,3551,FR,2,07/02/2016,254,42,18/10/2016,,3.38,520,,
IE151620933551,3551,FR,2,07/02/2016,261,43,25/10/2016,,3.42,526,,
IE151620933551,3551,FR,2,07/02/2016,268,44,01/11/2016,,3.38,527,2.75,
IE331097831616,8518,FR,3,01/02/2016,99,19,10/05/2016,,3.39,521,2.75,3
IE151941670356,356,FR,1,11/02/2016,33,11,15/03/2016,,3.56,499,,
IE151941670356,356,FR,1,11/02/2016,40,12,22/03/2016,,3.62,501,,
IE151941670356,356,FR,1,11/02/2016,47,13,29/03/2016,,3.72,512,,
IE151941670356,356,FR,1,11/02/2016,54,14,05/04/2016,,3.64,501,,
IE151586852013,8520,FR,3,09/02/2016,91,19,10/05/2016,,3.49,524,2.75,3
IE151941670356,356,FR,1,11/02/2016,68,16,19/04/2016,,3.87,512,,
IE151941670356,356,FR,1,11/02/2016,82,18,03/05/2016,,3.73,494,,
IE182148110961,8524,FR,3,15/02/2016,85,19,10/05/2016,,3.58,538,3,3
IE151941670356,356,FR,1,11/02/2016,96,20,17/05/2016,,3.87,503,,
IE151941670356,356,FR,1,11/02/2016,103,21,24/05/2016,,3.71,,,
IE151941670356,356,FR,1,11/02/2016,110,22,31/05/2016,,3.76,,,
IE151586882016,8532,FR,3,08/02/2016,92,19,10/05/2016,,3.84,561,2.75,3
IE151586832028,8533,FR,3,08/02/2016,92,19,10/05/2016,,3.04,538,2.75,3
IE151753131503,8534,FR,3,12/02/2016,88,19,10/05/2016,,3.04,610,2.75,2.75
IE151941670356,356,FR,1,11/02/2016,194,34,23/08/2016,,3.61,,,
IE151941670356,356,FR,1,11/02/2016,201,35,30/08/2016,,3.7,538,,
IE151941670356,356,FR,1,11/02/2016,229,39,27/09/2016,,3.74,457,,
IE151941670356,356,FR,1,11/02/2016,236,40,04/10/2016,,3.57,,,
IE151941670356,356,FR,1,11/02/2016,243,41,11/10/2016,,3.71,563.76,3,
IE151941670356,356,FR,1,11/02/2016,250,42,18/10/2016,,3.58,592,,
IE151941670356,356,FR,1,11/02/2016,257,43,25/10/2016,,3.7,599,,
IE151941670356,356,FR,1,11/02/2016,264,44,01/11/2016,,3.66,576,2.75,
IE151940210001,8628,FR,3,01/03/2016,70,19,10/05/2016,,2.58,495,2.5,2.75
IE151620963579,3579,FR,2,17/02/2016,34,12,22/03/2016,,3.14,,,
IE151620963579,3579,FR,2,17/02/2016,41,13,29/03/2016,,3.05,528,,
IE151620963579,3579,FR,2,17/02/2016,48,14,05/04/2016,,3.14,508,,
IE151002490717,8717,FR,4,29/02/2016,71,19,10/05/2016,,3.38,522,3,3.25
IE151620963579,3579,FR,2,17/02/2016,62,16,19/04/2016,,3.02,524.5,,
IE151620963579,3579,FR,2,17/02/2016,76,18,03/05/2016,,3.21,546,,
IE321279270854,8854,FR,4,16/02/2016,84,19,10/05/2016,,3.27,519,2.5,2.75
IE151620963579,3579,FR,2,17/02/2016,90,20,17/05/2016,,3.42,554,,
IE151620963579,3579,FR,2,17/02/2016,97,21,24/05/2016,,3.4,,,
IE151620963579,3579,FR,2,17/02/2016,104,22,31/05/2016,,3.41,,,
IE151604950859,8859,FR,4,26/01/2016,105,19,10/05/2016,,2.68,570,2.5,2.75
IE241152351252,9252,FR,4,12/02/2016,88,19,10/05/2016,,3.26,490,2.75,3
IE151604921078,1078,FR,2,23/02/2016,105,23,07/06/2016,,2.93,,2.5,2.75
IE151620963579,3579,FR,2,17/02/2016,188,34,23/08/2016,,3.49,,,
IE151620963579,3579,FR,2,17/02/2016,195,35,30/08/2016,,3.5,573,,
IE151620963579,3579,FR,2,17/02/2016,202,36,06/09/2016,,3.5,609.5,,
IE151620963579,3579,FR,2,17/02/2016,223,39,27/09/2016,,3.42,595,,
IE151620963579,3579,FR,2,17/02/2016,230,40,04/10/2016,,3.38,,,
IE151620963579,3579,FR,2,17/02/2016,237,41,11/10/2016,,3.38,604.36,3.5,
IE151620963579,3579,FR,2,17/02/2016,244,42,18/10/2016,,3.34,628,,
IE151620963579,3579,FR,2,17/02/2016,251,43,25/10/2016,,3.48,637,,
IE151620963579,3579,FR,2,17/02/2016,258,44,01/11/2016,,3.5,630,3,
IE151604991092,1092,FR,2,07/03/2016,92,23,07/06/2016,,3.6,566,2.75,3.25
IE151620963579,3579,FR,2,17/02/2016,272,46,15/11/2016,,3.58,650,,
IE151620963579,3579,FR,2,17/02/2016,279,47,22/11/2016,,3.55,650,,
IE151620953586,3586,FR,2,28/01/2016,54,12,22/03/2016,,3.32,442,,
IE151620953586,3586,FR,2,28/01/2016,61,13,29/03/2016,,3.46,440,,
IE151620953586,3586,FR,2,28/01/2016,68,14,05/04/2016,,3.47,447.5,,
IE151604921094,1094,FR,2,29/01/2016,130,23,07/06/2016,,3.41,512,2.75,3
IE151620953586,3586,FR,2,28/01/2016,82,16,19/04/2016,,3.75,,,
IE151620953586,3586,FR,2,28/01/2016,96,18,03/05/2016,,3.61,455,,
IE151620953586,3586,FR,2,28/01/2016,103,19,10/05/2016,,3.63,,,
IE151620953586,3586,FR,2,28/01/2016,110,20,17/05/2016,,3.6,460,,
IE151620953586,3586,FR,2,28/01/2016,117,21,24/05/2016,,3.69,,,
IE151620953586,3586,FR,2,28/01/2016,124,22,31/05/2016,,3.63,448,,
IE151604971140,1140,FR,2,23/02/2016,105,23,07/06/2016,,3.21,570,2.75,3
IE151620953594,3594,FR,2,14/02/2016,30,11,15/03/2016,,3.02,542,,
IE151620953594,3594,FR,2,14/02/2016,37,12,22/03/2016,,3.1,563,,
IE151620953594,3594,FR,2,14/02/2016,44,13,29/03/2016,,3.11,556,,
IE371010021255,1255,FR,1,06/02/2016,122,23,07/06/2016,,3.3,470,2.5,2.75
IE151620953594,3594,FR,2,14/02/2016,65,16,19/04/2016,,3.22,559,,
IE371010051266,1266,FR,1,26/01/2016,133,23,07/06/2016,,3.5,485,3,3.25
IE151620953594,3594,FR,2,14/02/2016,93,20,17/05/2016,,3.44,,,
IE151620953594,3594,FR,2,14/02/2016,100,21,24/05/2016,,3.32,,,
IE151620973605,3605,FR,2,13/02/2016,38,12,22/03/2016,,3.44,539,,
IE151620973605,3605,FR,2,13/02/2016,45,13,29/03/2016,,3.38,524,,
IE151620973605,3605,FR,2,13/02/2016,52,14,05/04/2016,,3.46,496,,
IE151941650131,131,FR,2,20/02/2016,108,23,07/06/2016,,3.3,521,2.75,3
IE151620973605,3605,FR,2,13/02/2016,66,16,19/04/2016,,3.6,537,,
IE191574491390,1390,FR,4,17/02/2016,111,23,07/06/2016,,3.59,617,3,3
IE151620973605,3605,FR,2,13/02/2016,94,20,17/05/2016,,3.71,558,,
IE151581581764,1764,FR,4,31/01/2016,128,23,07/06/2016,,3.82,,3.25,3.25
IE331097821904,1904,FR,1,05/02/2016,123,23,07/06/2016,,3.82,,3,3
IE141582022084,2084,FR,4,13/02/2016,115,23,07/06/2016,,3.27,645,2.75,2.75
IE151620973605,3605,FR,2,13/02/2016,192,34,23/08/2016,,3.76,,,
IE151620973605,3605,FR,2,13/02/2016,199,35,30/08/2016,,3.72,574,,
IE151941640361,361,FR,1,14/02/2016,44,13,29/03/2016,,3.45,392,,
IE151941640361,361,FR,1,14/02/2016,51,14,05/04/2016,,3.53,393,,
IE141582052120,2120,FR,4,11/02/2016,117,23,07/06/2016,,3.1,676,2.75,2.75
IE151941640361,361,FR,1,14/02/2016,65,16,19/04/2016,,3.47,409,,
IE151941640361,361,FR,1,14/02/2016,79,18,03/05/2016,,3.5,397,,
IE151941640213,213,FR,2,25/02/2016,103,23,07/06/2016,,3.04,544,3,3
IE151941640361,361,FR,1,14/02/2016,93,20,17/05/2016,,3.67,409,,
IE151941640361,361,FR,1,14/02/2016,100,21,24/05/2016,,3.57,,,
IE151941640361,361,FR,1,14/02/2016,107,22,31/05/2016,,3.59,,,
IE151028192133,2133,FR,4,01/02/2016,127,23,07/06/2016,,3.57,606,3,3
IE141893662157,2157,FR,2,18/02/2016,110,23,07/06/2016,,3.49,529,2.75,3
IE141893661919,219,FR,3,11/02/2016,117,23,07/06/2016,,3.5,604,3,3.25
IE151941640361,361,FR,1,14/02/2016,191,34,23/08/2016,,3.43,,,
IE151941640361,361,FR,1,14/02/2016,198,35,30/08/2016,,3.54,412,,
IE151941640361,361,FR,1,14/02/2016,205,36,06/09/2016,,3.48,448,,
IE151941640361,361,FR,1,14/02/2016,226,39,27/09/2016,,3.51,352,,
IE151941640361,361,FR,1,14/02/2016,233,40,04/10/2016,,3.44,,,
IE151941640361,361,FR,1,14/02/2016,240,41,11/10/2016,,3.42,483.75,3,
IE151941640361,361,FR,1,14/02/2016,247,42,18/10/2016,,3.44,483,,
IE151941640361,361,FR,1,14/02/2016,254,43,25/10/2016,,3.54,485,,
IE151941640361,361,FR,1,14/02/2016,261,44,01/11/2016,,3.54,458,2.75,
IE151941640386,386,FR,1,01/02/2016,57,13,29/03/2016,,3.6,478,,
IE151941640386,386,FR,1,01/02/2016,64,14,05/04/2016,,3.74,464,,
IE141893611930,230,FR,3,27/02/2016,101,23,07/06/2016,,3.38,588,2.75,3
IE151941640386,386,FR,1,01/02/2016,78,16,19/04/2016,,3.82,490,,
IE151941640386,386,FR,1,01/02/2016,92,18,03/05/2016,,3.78,498,,
IE151941660248,248,FR,1,25/02/2016,103,23,07/06/2016,,3.37,,2.75,3
IE151941640386,386,FR,1,01/02/2016,106,20,17/05/2016,,3.86,487,,
IE151941640386,386,FR,1,01/02/2016,113,21,24/05/2016,,3.86,,,
IE151941640386,386,FR,1,01/02/2016,120,22,31/05/2016,,3.76,,,
IE151941670249,249,FR,1,19/01/2016,140,23,07/06/2016,,3.54,,2.75,3
IE151941660025,25,FR,2,03/02/2016,125,23,07/06/2016,,3.68,507,3.25,3
IE141893671952,252,FR,3,13/02/2016,115,23,07/06/2016,,2.96,,2.75,3
IE151941640386,386,FR,1,01/02/2016,204,34,23/08/2016,,3.67,,,
IE151941640386,386,FR,1,01/02/2016,211,35,30/08/2016,,3.66,506,,
IE151941640386,386,FR,1,01/02/2016,218,36,06/09/2016,,3.66,525,,
IE151941640386,386,FR,1,01/02/2016,246,40,04/10/2016,,3.73,,,
IE151941640386,386,FR,1,01/02/2016,253,41,11/10/2016,,3.67,563.76,3,
IE151941640386,386,FR,1,01/02/2016,260,42,18/10/2016,,3.58,586,,
IE151941640386,386,FR,1,01/02/2016,267,43,25/10/2016,,3.58,594,,
IE151941640386,386,FR,1,01/02/2016,274,44,01/11/2016,,3.66,557,3,
IE151941670389,389,FR,1,18/02/2016,40,13,29/03/2016,,3.66,,,
IE151941670389,389,FR,1,18/02/2016,47,14,05/04/2016,,3.66,417.5,,
IE151941670265,265,FR,1,30/01/2016,129,23,07/06/2016,,3.83,520,3,3.25
IE151941670389,389,FR,1,18/02/2016,61,16,19/04/2016,,3.69,428,,
IE151941670389,389,FR,1,18/02/2016,75,18,03/05/2016,,3.75,414,,
IE151941680266,266,FR,1,27/01/2016,132,23,07/06/2016,,3.41,506,2.75,3
IE151941670389,389,FR,1,18/02/2016,89,20,17/05/2016,,3.78,395,,
IE151941670389,389,FR,1,18/02/2016,96,21,24/05/2016,,3.82,,,
IE151941670389,389,FR,1,18/02/2016,103,22,31/05/2016,,3.82,,,
IE151941620269,269,FR,1,13/01/2016,146,23,07/06/2016,,3.66,486,3,3
IE151941690275,275,FR,1,16/02/2016,112,23,07/06/2016,,3.96,462,3.25,3.5
IE151941630278,278,FR,1,14/02/2016,114,23,07/06/2016,,3.73,519,3,3.25
IE151941670389,389,FR,1,18/02/2016,187,34,23/08/2016,,3.68,,,
IE151941670389,389,FR,1,18/02/2016,194,35,30/08/2016,,3.61,420.5,,
IE151941670389,389,FR,1,18/02/2016,201,36,06/09/2016,,3.55,433.5,,
IE151941670389,389,FR,1,18/02/2016,215,38,20/09/2016,,3.57,350,,
IE151941670389,389,FR,1,18/02/2016,229,40,04/10/2016,,3.66,,,
IE151941670389,389,FR,1,18/02/2016,236,41,11/10/2016,,3.61,448.92,2.75,
IE151941670389,389,FR,1,18/02/2016,243,42,18/10/2016,,3.54,468,,
IE151941670389,389,FR,1,18/02/2016,250,43,25/10/2016,,3.59,472,,
IE151941670389,389,FR,1,18/02/2016,257,44,01/11/2016,,3.75,479,2.75,
IE151941690028,28,FR,2,29/01/2016,130,23,07/06/2016,,3.52,528,3,3.25
IE151941670389,389,FR,1,18/02/2016,278,47,22/11/2016,,3.66,477,,
IE151941650404,404,FR,1,11/02/2016,33,11,15/03/2016,,3.37,450,,
IE151941650404,404,FR,1,11/02/2016,40,12,22/03/2016,,3.34,459,,
IE151941650404,404,FR,1,11/02/2016,47,13,29/03/2016,,3.4,457,,
IE151941650404,404,FR,1,11/02/2016,54,14,05/04/2016,,3.5,470,,
IE151941640295,295,FR,1,01/02/2016,127,23,07/06/2016,,3.99,461,3.25,3.25
IE151941650404,404,FR,1,11/02/2016,68,16,19/04/2016,,3.5,477,,
IE151941650404,404,FR,1,11/02/2016,82,18,03/05/2016,,3.16,484,,
IE151941680308,308,FR,1,23/02/2016,105,23,07/06/2016,,3.66,437,2.75,3
IE151941650404,404,FR,1,11/02/2016,96,20,17/05/2016,,3.55,520,,
IE151941650404,404,FR,1,11/02/2016,103,21,24/05/2016,,3.61,,,
IE151941650404,404,FR,1,11/02/2016,110,22,31/05/2016,,3.51,,,
IE151620993086,3086,FR,4,16/02/2016,112,23,07/06/2016,,3.64,506,3,2.75
IE151941630311,311,FR,1,30/01/2016,129,23,07/06/2016,,3.84,517,3,3.25
IE151941660330,330,FR,1,03/02/2016,125,23,07/06/2016,,3.44,,2.75,2.75
IE151941650404,404,FR,1,11/02/2016,194,34,23/08/2016,,3.41,,,
IE151941650404,404,FR,1,11/02/2016,201,35,30/08/2016,,3.52,507,,
IE151941650404,404,FR,1,11/02/2016,208,36,06/09/2016,,3.45,526,,
IE151941650404,404,FR,1,11/02/2016,229,39,27/09/2016,,3.46,441,,
IE151941650404,404,FR,1,11/02/2016,236,40,04/10/2016,,3.29,,,
IE151941690416,416,FR,1,06/02/2016,45,12,22/03/2016,,3.48,446,,
IE151941690416,416,FR,1,06/02/2016,52,13,29/03/2016,,3.37,438,,
IE151941690416,416,FR,1,06/02/2016,59,14,05/04/2016,,3.4,417,,
IE151941610334,334,FR,1,28/02/2016,100,23,07/06/2016,,4.06,479,3.25,3.25
IE151941690416,416,FR,1,06/02/2016,73,16,19/04/2016,,3.35,,,
IE151941690416,416,FR,1,06/02/2016,87,18,03/05/2016,,3.18,443,,
IE151941680340,340,FR,1,03/02/2016,125,23,07/06/2016,,3.41,475,3,3.25
IE151941690416,416,FR,1,06/02/2016,101,20,17/05/2016,,3.59,,,
IE151941690416,416,FR,1,06/02/2016,108,21,24/05/2016,,3.47,,,
IE151941690416,416,FR,1,06/02/2016,115,22,31/05/2016,,3.48,466,,
IE151941630344,344,FR,1,18/01/2016,141,23,07/06/2016,,3.82,,3.25,3.25
IE151620933551,3551,FR,2,07/02/2016,121,23,07/06/2016,,3.4,475,2.75,2.75
IE151941670356,356,FR,1,11/02/2016,117,23,07/06/2016,,3.66,535,3,3.25
IE151941690416,416,FR,1,06/02/2016,199,34,23/08/2016,,3.4,,,
IE151941620418,418,FR,1,02/03/2016,13,11,15/03/2016,,3.58,528,,
IE151941620418,418,FR,1,02/03/2016,20,12,22/03/2016,,3.4,546,,
IE151941620418,418,FR,1,02/03/2016,27,13,29/03/2016,,3.59,534,,
IE151941620418,418,FR,1,02/03/2016,34,14,05/04/2016,,3.5,522,,
IE151620963579,3579,FR,2,17/02/2016,111,23,07/06/2016,,3.31,567,3,3.25
IE151941620418,418,FR,1,02/03/2016,48,16,19/04/2016,,3.76,525,,
IE151941620418,418,FR,1,02/03/2016,62,18,03/05/2016,,3.66,534,,
IE151620953586,3586,FR,2,28/01/2016,131,23,07/06/2016,,3.58,492,3,3
IE151941620418,418,FR,1,02/03/2016,76,20,17/05/2016,,3.65,528,,
IE151941620418,418,FR,1,02/03/2016,83,21,24/05/2016,,3.67,,,
IE151941620418,418,FR,1,02/03/2016,90,22,31/05/2016,,3.64,,,
IE151620973605,3605,FR,2,13/02/2016,115,23,07/06/2016,,3.66,577,3.25,3.25
IE151941640361,361,FR,1,14/02/2016,114,23,07/06/2016,,3.54,427,3,3
IE151941640386,386,FR,1,01/02/2016,127,23,07/06/2016,,3.7,519,3,3
IE151941620418,418,FR,1,02/03/2016,174,34,23/08/2016,,3.75,,,
IE151941620418,418,FR,1,02/03/2016,188,36,06/09/2016,,3.58,582.5,,
IE151941620418,418,FR,1,02/03/2016,209,39,27/09/2016,,3.75,478,,
IE151941620418,418,FR,1,02/03/2016,216,40,04/10/2016,,3.64,562,,
IE151941620418,418,FR,1,02/03/2016,230,42,18/10/2016,,3.55,602,,
IE151941620418,418,FR,1,02/03/2016,237,43,25/10/2016,,3.68,601,,
IE151941620418,418,FR,1,02/03/2016,244,44,01/11/2016,,3.66,610,2.75,
IE151941670389,389,FR,1,18/02/2016,110,23,07/06/2016,,3.76,415,3,2.75
IE361079911424,424,FR,1,19/02/2016,32,12,22/03/2016,,3.27,457,,
IE361079911424,424,FR,1,19/02/2016,39,13,29/03/2016,,3.15,467,,
IE151941650404,404,FR,1,11/02/2016,117,23,07/06/2016,,3.41,516,3,3
IE361079911424,424,FR,1,19/02/2016,60,16,19/04/2016,,3.38,464,,
IE151941690416,416,FR,1,06/02/2016,122,23,07/06/2016,,3.33,462,3,3
IE361079911424,424,FR,1,19/02/2016,88,20,17/05/2016,,3.23,437,,
IE361079911424,424,FR,1,19/02/2016,95,21,24/05/2016,,3.32,,,
IE361079911424,424,FR,1,19/02/2016,102,22,31/05/2016,,3.18,,,
IE151941620418,418,FR,1,02/03/2016,97,23,07/06/2016,,3.66,,3,3.25
IE361079911424,424,FR,1,19/02/2016,109,23,07/06/2016,,3.19,482,2.5,3.25
IE151941640452,452,FR,1,06/02/2016,122,23,07/06/2016,,3.97,481,3,3.25
IE361079911424,424,FR,1,19/02/2016,186,34,23/08/2016,,3.3,,,
IE361079911424,424,FR,1,19/02/2016,193,35,30/08/2016,,3.32,485,,
IE361079911424,424,FR,1,19/02/2016,200,36,06/09/2016,,3.3,511.5,,
IE361079911424,424,FR,1,19/02/2016,221,39,27/09/2016,,3.28,499,,
IE361079911424,424,FR,1,19/02/2016,228,40,04/10/2016,,3.26,468,,
IE361079911424,424,FR,1,19/02/2016,235,41,11/10/2016,,3.3,463,2.5,
IE361079911424,424,FR,1,19/02/2016,242,42,18/10/2016,,3.27,520,,
IE361079911424,424,FR,1,19/02/2016,249,43,25/10/2016,,3.37,518,,
IE361079911424,424,FR,1,19/02/2016,256,44,01/11/2016,,3.4,524,2.5,
IE151828782046,4923,FR,5,19/02/2016,109,23,07/06/2016,,2.62,,2.5,2.5
IE151941640436,436,FR,1,07/02/2016,51,13,29/03/2016,,3.76,418,,
IE151941640436,436,FR,1,07/02/2016,58,14,05/04/2016,,3.83,409.5,,
