EARTAG,LACTATION,CALVING,DIM,WEEK_OF_YEAR,DATE,BCS 1-5
IRE_MP_8002 ,4,06/02/2016,108,21,24/05/2016,3.41
IRE_MP_8002 ,4,06/02/2016,115,22,31/05/2016,3.37
IRE_MP_8002 ,4,06/02/2016,164,29,19/07/2016,3.52
IRE_MP_8002 ,4,06/02/2016,192,33,16/08/2016,3.30
IRE_MP_8002 ,4,06/02/2016,199,34,23/08/2016,3.34
IRE_MP_8002 ,4,06/02/2016,206,35,30/08/2016,3.42
IRE_MP_8002 ,4,06/02/2016,213,36,06/09/2016,3.38
IRE_MP_8002 ,4,06/02/2016,241,40,04/10/2016,3.26
IRE_MP_8002 ,4,06/02/2016,248,41,11/10/2016,3.44
IRE_MP_8002 ,4,06/02/2016,255,42,18/10/2016,3.34
IRE_MP_8002 ,4,06/02/2016,262,43,25/10/2016,3.45
IRE_MP_8002 ,4,06/02/2016,269,44,01/11/2016,3.58
IRE_MP_8002 ,4,06/02/2016,276,45,08/11/2016,3.53
IRE_MP_8002 ,4,06/02/2016,290,47,22/11/2016,3.46
IRE_MP_8003 ,4,04/02/2016,54,13,29/03/2016,3.30
IRE_MP_8003 ,4,04/02/2016,61,14,05/04/2016,3.48
IRE_MP_8003 ,4,04/02/2016,68,15,12/04/2016,3.33
IRE_MP_8003 ,4,04/02/2016,75,16,19/04/2016,3.44
IRE_MP_8003 ,4,04/02/2016,89,18,03/05/2016,3.70
IRE_MP_8003 ,4,04/02/2016,96,19,10/05/2016,3.66
IRE_MP_8003 ,4,04/02/2016,117,22,31/05/2016,3.41
IRE_MP_8003 ,4,04/02/2016,124,23,07/06/2016,3.51
IRE_MP_8003 ,4,04/02/2016,166,29,19/07/2016,3.38
IRE_MP_8003 ,4,04/02/2016,208,35,30/08/2016,3.52
IRE_MP_8003 ,4,04/02/2016,215,36,06/09/2016,3.50
IRE_MP_8003 ,4,04/02/2016,236,39,27/09/2016,3.69
IRE_MP_8003 ,4,04/02/2016,243,40,04/10/2016,3.48
IRE_MP_8003 ,4,04/02/2016,257,42,18/10/2016,3.53
IRE_MP_8003 ,4,04/02/2016,264,43,25/10/2016,3.53
IRE_MP_8003 ,4,04/02/2016,271,44,01/11/2016,3.47
IRE_MP_8009 ,4,07/02/2016,51,13,29/03/2016,2.76
IRE_MP_8009 ,4,07/02/2016,58,14,05/04/2016,2.74
IRE_MP_8009 ,4,07/02/2016,65,15,12/04/2016,2.77
IRE_MP_8009 ,4,07/02/2016,72,16,19/04/2016,2.76
IRE_MP_8009 ,4,07/02/2016,86,18,03/05/2016,2.80
IRE_MP_8009 ,4,07/02/2016,93,19,10/05/2016,2.90
IRE_MP_8009 ,4,07/02/2016,100,20,17/05/2016,3.00
IRE_MP_8009 ,4,07/02/2016,107,21,24/05/2016,2.95
IRE_MP_8009 ,4,07/02/2016,114,22,31/05/2016,2.82
IRE_MP_8009 ,4,07/02/2016,121,23,07/06/2016,2.94
IRE_MP_8009 ,4,07/02/2016,163,29,19/07/2016,3.03
IRE_MP_8009 ,4,07/02/2016,191,33,16/08/2016,3.13
IRE_MP_8009 ,4,07/02/2016,198,34,23/08/2016,3.05
IRE_MP_8009 ,4,07/02/2016,205,35,30/08/2016,3.10
IRE_MP_8009 ,4,07/02/2016,212,36,06/09/2016,3.13
IRE_MP_8009 ,4,07/02/2016,233,39,27/09/2016,3.09
IRE_MP_8009 ,4,07/02/2016,240,40,04/10/2016,3.07
IRE_MP_8009 ,4,07/02/2016,247,41,11/10/2016,3.10
IRE_MP_8009 ,4,07/02/2016,254,42,18/10/2016,3.10
IRE_MP_8009 ,4,07/02/2016,261,43,25/10/2016,3.14
IRE_MP_8009 ,4,07/02/2016,275,45,08/11/2016,3.12
IRE_MP_8022 ,4,01/02/2016,50,12,22/03/2016,2.94
IRE_MP_8022 ,4,01/02/2016,57,13,29/03/2016,3.14
IRE_MP_8022 ,4,01/02/2016,64,14,05/04/2016,3.10
IRE_MP_8022 ,4,01/02/2016,71,15,12/04/2016,3.07
IRE_MP_8022 ,4,01/02/2016,78,16,19/04/2016,3.18
IRE_MP_8022 ,4,01/02/2016,92,18,03/05/2016,3.42
IRE_MP_8022 ,4,01/02/2016,99,19,10/05/2016,3.37
IRE_MP_8022 ,4,01/02/2016,106,20,17/05/2016,3.59
IRE_MP_8022 ,4,01/02/2016,113,21,24/05/2016,3.62
IRE_MP_8022 ,4,01/02/2016,120,22,31/05/2016,3.57
IRE_MP_8022 ,4,01/02/2016,127,23,07/06/2016,3.65
IRE_MP_8022 ,4,01/02/2016,169,29,19/07/2016,3.58
IRE_MP_8022 ,4,01/02/2016,197,33,16/08/2016,3.75
IRE_MP_8022 ,4,01/02/2016,204,34,23/08/2016,3.61
IRE_MP_8022 ,4,01/02/2016,211,35,30/08/2016,3.54
IRE_MP_8022 ,4,01/02/2016,218,36,06/09/2016,3.62
IRE_MP_8022 ,4,01/02/2016,239,39,27/09/2016,3.68
IRE_MP_8022 ,4,01/02/2016,246,40,04/10/2016,3.62
IRE_MP_8022 ,4,01/02/2016,253,41,11/10/2016,3.56
IRE_MP_8022 ,4,01/02/2016,260,42,18/10/2016,3.63
IRE_MP_8022 ,4,01/02/2016,267,43,25/10/2016,3.66
IRE_MP_8022 ,4,01/02/2016,274,44,01/11/2016,3.64
IRE_MP_8025 ,4,12/02/2016,39,12,22/03/2016,2.66
IRE_MP_8025 ,4,12/02/2016,46,13,29/03/2016,2.54
IRE_MP_8025 ,4,12/02/2016,53,14,05/04/2016,2.61
IRE_MP_8025 ,4,12/02/2016,60,15,12/04/2016,2.63
IRE_MP_8025 ,4,12/02/2016,67,16,19/04/2016,2.48
IRE_MP_8025 ,4,12/02/2016,81,18,03/05/2016,2.43
IRE_MP_8025 ,4,12/02/2016,88,19,10/05/2016,2.65
IRE_MP_8025 ,4,12/02/2016,102,21,24/05/2016,2.71
IRE_MP_8025 ,4,12/02/2016,109,22,31/05/2016,2.82
IRE_MP_8025 ,4,12/02/2016,116,23,07/06/2016,2.79
IRE_MP_8025 ,4,12/02/2016,158,29,19/07/2016,2.62
IRE_MP_8025 ,4,12/02/2016,186,33,16/08/2016,2.86
IRE_MP_8025 ,4,12/02/2016,193,34,23/08/2016,2.70
IRE_MP_8025 ,4,12/02/2016,228,39,27/09/2016,2.56
IRE_MP_8025 ,4,12/02/2016,235,40,04/10/2016,2.66
IRE_MP_8025 ,4,12/02/2016,242,41,11/10/2016,2.62
IRE_MP_8025 ,4,12/02/2016,249,42,18/10/2016,2.62
IRE_MP_8025 ,4,12/02/2016,256,43,25/10/2016,2.62
IRE_MP_8025 ,4,12/02/2016,263,44,01/11/2016,2.74
IRE_MP_8025 ,4,12/02/2016,270,45,08/11/2016,2.74
IRE_MP_8032 ,4,13/02/2016,31,11,15/03/2016,3.48
IRE_MP_8032 ,4,13/02/2016,38,12,22/03/2016,3.46
IRE_MP_8032 ,4,13/02/2016,45,13,29/03/2016,3.44
IRE_MP_8032 ,4,13/02/2016,52,14,05/04/2016,3.42
IRE_MP_8032 ,4,13/02/2016,59,15,12/04/2016,3.38
IRE_MP_8032 ,4,13/02/2016,66,16,19/04/2016,3.53
IRE_MP_8032 ,4,13/02/2016,80,18,03/05/2016,3.44
IRE_MP_8032 ,4,13/02/2016,87,19,10/05/2016,3.47
IRE_MP_8032 ,4,13/02/2016,94,20,17/05/2016,3.32
IRE_MP_8032 ,4,13/02/2016,101,21,24/05/2016,3.36
IRE_MP_8032 ,4,13/02/2016,108,22,31/05/2016,3.34
IRE_MP_8032 ,4,13/02/2016,115,23,07/06/2016,3.27
IRE_MP_8032 ,4,13/02/2016,157,29,19/07/2016,3.33
IRE_MP_8032 ,4,13/02/2016,185,33,16/08/2016,3.08
IRE_MP_8032 ,4,13/02/2016,192,34,23/08/2016,3.08
IRE_MP_8032 ,4,13/02/2016,199,35,30/08/2016,3.18
IRE_MP_8032 ,4,13/02/2016,206,36,06/09/2016,3.02
IRE_MP_8032 ,4,13/02/2016,227,39,27/09/2016,2.93
IRE_MP_8032 ,4,13/02/2016,234,40,04/10/2016,3.02
IRE_MP_8032 ,4,13/02/2016,241,41,11/10/2016,3.13
IRE_MP_8035 ,4,06/02/2016,45,12,22/03/2016,3.27
IRE_MP_8035 ,4,06/02/2016,52,13,29/03/2016,3.17
IRE_MP_8035 ,4,06/02/2016,59,14,05/04/2016,3.15
IRE_MP_8035 ,4,06/02/2016,66,15,12/04/2016,3.32
IRE_MP_8035 ,4,06/02/2016,73,16,19/04/2016,3.29
IRE_MP_8035 ,4,06/02/2016,87,18,03/05/2016,3.30
IRE_MP_8035 ,4,06/02/2016,94,19,10/05/2016,3.38
IRE_MP_8035 ,4,06/02/2016,101,20,17/05/2016,3.38
IRE_MP_8036 ,4,31/01/2016,51,12,22/03/2016,3.28
IRE_MP_8036 ,4,31/01/2016,58,13,29/03/2016,3.37
IRE_MP_8036 ,4,31/01/2016,65,14,05/04/2016,3.37
IRE_MP_8036 ,4,31/01/2016,72,15,12/04/2016,3.28
IRE_MP_8036 ,4,31/01/2016,79,16,19/04/2016,3.38
IRE_MP_8037 ,4,24/01/2016,51,11,15/03/2016,2.26
IRE_MP_8037 ,4,24/01/2016,58,12,22/03/2016,2.40
IRE_MP_8037 ,4,24/01/2016,65,13,29/03/2016,2.20
IRE_MP_8037 ,4,24/01/2016,72,14,05/04/2016,2.41
IRE_MP_8037 ,4,24/01/2016,79,15,12/04/2016,2.38
IRE_MP_8037 ,4,24/01/2016,86,16,19/04/2016,2.46
IRE_MP_8037 ,4,24/01/2016,100,18,03/05/2016,2.61
IRE_MP_8037 ,4,24/01/2016,107,19,10/05/2016,2.58
IRE_MP_8037 ,4,24/01/2016,114,20,17/05/2016,2.76
IRE_MP_8037 ,4,24/01/2016,121,21,24/05/2016,2.52
IRE_MP_8037 ,4,24/01/2016,128,22,31/05/2016,2.74
IRE_MP_8037 ,4,24/01/2016,135,23,07/06/2016,2.52
IRE_MP_8037 ,4,24/01/2016,177,29,19/07/2016,2.97
IRE_MP_8037 ,4,24/01/2016,212,34,23/08/2016,2.87
IRE_MP_8037 ,4,24/01/2016,219,35,30/08/2016,3.02
IRE_MP_8037 ,4,24/01/2016,247,39,27/09/2016,2.78
IRE_MP_8037 ,4,24/01/2016,254,40,04/10/2016,2.85
IRE_MP_8037 ,4,24/01/2016,261,41,11/10/2016,2.86
IRE_MP_8037 ,4,24/01/2016,268,42,18/10/2016,2.94
IRE_MP_8037 ,4,24/01/2016,275,43,25/10/2016,2.96
IRE_MP_8037 ,4,24/01/2016,282,44,01/11/2016,3.06
IRE_MP_8037 ,4,24/01/2016,289,45,08/11/2016,3.05
IRE_MP_8037 ,4,24/01/2016,296,46,15/11/2016,2.97
IRE_MP_8039 ,4,25/01/2016,50,11,15/03/2016,2.86
IRE_MP_8039 ,4,25/01/2016,57,12,22/03/2016,2.85
IRE_MP_8039 ,4,25/01/2016,64,13,29/03/2016,3.03
IRE_MP_8039 ,4,25/01/2016,71,14,05/04/2016,2.92
IRE_MP_8039 ,4,25/01/2016,78,15,12/04/2016,2.98
IRE_MP_8039 ,4,25/01/2016,85,16,19/04/2016,2.91
IRE_MP_8039 ,4,25/01/2016,106,19,10/05/2016,3.08
IRE_MP_8039 ,4,25/01/2016,113,20,17/05/2016,3.12
IRE_MP_8039 ,4,25/01/2016,120,21,24/05/2016,2.95
IRE_MP_8039 ,4,25/01/2016,127,22,31/05/2016,3.14
IRE_MP_8039 ,4,25/01/2016,134,23,07/06/2016,3.01
IRE_MP_8039 ,4,25/01/2016,176,29,19/07/2016,3.14
IRE_MP_8039 ,4,25/01/2016,204,33,16/08/2016,2.82
IRE_MP_8039 ,4,25/01/2016,211,34,23/08/2016,2.89
IRE_MP_8039 ,4,25/01/2016,218,35,30/08/2016,2.91
IRE_MP_8039 ,4,25/01/2016,225,36,06/09/2016,2.90
IRE_MP_8039 ,4,25/01/2016,246,39,27/09/2016,2.91
IRE_MP_8039 ,4,25/01/2016,253,40,04/10/2016,3.09
IRE_MP_8039 ,4,25/01/2016,267,42,18/10/2016,3.05
IRE_MP_8039 ,4,25/01/2016,274,43,25/10/2016,3.01
IRE_MP_8039 ,4,25/01/2016,281,44,01/11/2016,2.99
IRE_MP_8039 ,4,25/01/2016,288,45,08/11/2016,3.14
IRE_MP_8039 ,4,25/01/2016,295,46,15/11/2016,3.14
IRE_MP_8055 ,4,31/01/2016,44,11,15/03/2016,2.58
IRE_MP_8055 ,4,31/01/2016,51,12,22/03/2016,2.55
IRE_MP_8055 ,4,31/01/2016,58,13,29/03/2016,2.78
IRE_MP_8055 ,4,31/01/2016,65,14,05/04/2016,2.82
IRE_MP_8055 ,4,31/01/2016,72,15,12/04/2016,2.83
IRE_MP_8055 ,4,31/01/2016,79,16,19/04/2016,2.87
IRE_MP_8055 ,4,31/01/2016,93,18,03/05/2016,2.92
IRE_MP_8055 ,4,31/01/2016,100,19,10/05/2016,3.18
IRE_MP_8055 ,4,31/01/2016,107,20,17/05/2016,3.20
IRE_MP_8055 ,4,31/01/2016,114,21,24/05/2016,3.26
IRE_MP_8055 ,4,31/01/2016,121,22,31/05/2016,3.16
IRE_MP_8055 ,4,31/01/2016,128,23,07/06/2016,3.11
IRE_MP_8055 ,4,31/01/2016,170,29,19/07/2016,3.07
IRE_MP_8055 ,4,31/01/2016,198,33,16/08/2016,3.14
IRE_MP_8055 ,4,31/01/2016,205,34,23/08/2016,3.10
IRE_MP_8055 ,4,31/01/2016,212,35,30/08/2016,3.12
IRE_MP_8055 ,4,31/01/2016,247,40,04/10/2016,3.21
IRE_MP_8055 ,4,31/01/2016,254,41,11/10/2016,3.13
IRE_MP_8055 ,4,31/01/2016,261,42,18/10/2016,3.12
IRE_MP_8055 ,4,31/01/2016,268,43,25/10/2016,3.12
IRE_MP_8055 ,4,31/01/2016,275,44,01/11/2016,3.17
IRE_MP_8055 ,4,31/01/2016,282,45,08/11/2016,3.18
IRE_MP_8056 ,4,25/02/2016,19,11,15/03/2016,3.26
IRE_MP_8056 ,4,25/02/2016,26,12,22/03/2016,3.09
IRE_MP_8056 ,4,25/02/2016,33,13,29/03/2016,3.40
IRE_MP_8056 ,4,25/02/2016,40,14,05/04/2016,3.46
IRE_MP_8056 ,4,25/02/2016,47,15,12/04/2016,3.41
IRE_MP_8056 ,4,25/02/2016,54,16,19/04/2016,3.41
IRE_MP_8056 ,4,25/02/2016,68,18,03/05/2016,3.42
IRE_MP_8056 ,4,25/02/2016,75,19,10/05/2016,3.57
IRE_MP_8056 ,4,25/02/2016,82,20,17/05/2016,3.58
IRE_MP_8056 ,4,25/02/2016,89,21,24/05/2016,3.62
IRE_MP_8056 ,4,25/02/2016,96,22,31/05/2016,3.69
IRE_MP_8056 ,4,25/02/2016,103,23,07/06/2016,3.57
IRE_MP_8056 ,4,25/02/2016,145,29,19/07/2016,3.54
IRE_MP_8056 ,4,25/02/2016,173,33,16/08/2016,3.50
IRE_MP_8056 ,4,25/02/2016,180,34,23/08/2016,3.53
IRE_MP_8056 ,4,25/02/2016,187,35,30/08/2016,3.56
IRE_MP_8056 ,4,25/02/2016,194,36,06/09/2016,3.55
IRE_MP_8056 ,4,25/02/2016,215,39,27/09/2016,3.48
IRE_MP_8056 ,4,25/02/2016,222,40,04/10/2016,3.56
IRE_MP_8056 ,4,25/02/2016,229,41,11/10/2016,3.65
IRE_MP_8056 ,4,25/02/2016,236,42,18/10/2016,3.56
IRE_MP_8056 ,4,25/02/2016,243,43,25/10/2016,3.65
IRE_MP_8056 ,4,25/02/2016,250,44,01/11/2016,3.63
IRE_MP_8056 ,4,25/02/2016,257,45,08/11/2016,3.65
IRE_MP_8056 ,4,25/02/2016,264,46,15/11/2016,3.76
IRE_MP_8056 ,4,25/02/2016,271,47,22/11/2016,3.82
IRE_MP_8088 ,4,05/02/2016,46,12,22/03/2016,3.59
IRE_MP_8088 ,4,05/02/2016,53,13,29/03/2016,3.58
IRE_MP_8088 ,4,05/02/2016,60,14,05/04/2016,3.62
IRE_MP_8088 ,4,05/02/2016,67,15,12/04/2016,3.49
IRE_MP_8088 ,4,05/02/2016,74,16,19/04/2016,3.60
IRE_MP_8088 ,4,05/02/2016,95,19,10/05/2016,3.82
IRE_MP_8088 ,4,05/02/2016,116,22,31/05/2016,3.84
IRE_MP_8088 ,4,05/02/2016,123,23,07/06/2016,3.82
IRE_MP_8088 ,4,05/02/2016,165,29,19/07/2016,3.77
IRE_MP_8088 ,4,05/02/2016,193,33,16/08/2016,3.77
IRE_MP_8088 ,4,05/02/2016,200,34,23/08/2016,3.69
IRE_MP_8088 ,4,05/02/2016,207,35,30/08/2016,3.74
IRE_MP_8088 ,4,05/02/2016,214,36,06/09/2016,3.72
IRE_MP_8088 ,4,05/02/2016,235,39,27/09/2016,3.67
IRE_MP_8088 ,4,05/02/2016,242,40,04/10/2016,3.67
IRE_MP_8088 ,4,05/02/2016,249,41,11/10/2016,3.64
IRE_MP_8088 ,4,05/02/2016,256,42,18/10/2016,3.74
IRE_MP_8088 ,4,05/02/2016,263,43,25/10/2016,3.75
IRE_MP_8099 ,4,02/02/2016,56,13,29/03/2016,3.26
IRE_MP_8099 ,4,02/02/2016,63,14,05/04/2016,3.16
IRE_MP_8099 ,4,02/02/2016,70,15,12/04/2016,3.10
IRE_MP_8099 ,4,02/02/2016,77,16,19/04/2016,3.17
IRE_MP_8099 ,4,02/02/2016,91,18,03/05/2016,3.03
IRE_MP_8099 ,4,02/02/2016,98,19,10/05/2016,2.94
IRE_MP_8099 ,4,02/02/2016,105,20,17/05/2016,3.09
IRE_MP_8099 ,4,02/02/2016,112,21,24/05/2016,3.00
IRE_MP_8099 ,4,02/02/2016,119,22,31/05/2016,2.88
IRE_MP_8099 ,4,02/02/2016,126,23,07/06/2016,2.85
IRE_MP_8099 ,4,02/02/2016,168,29,19/07/2016,2.78
IRE_MP_8099 ,4,02/02/2016,196,33,16/08/2016,2.95
IRE_MP_8099 ,4,02/02/2016,210,35,30/08/2016,2.90
IRE_MP_8099 ,4,02/02/2016,217,36,06/09/2016,3.00
IRE_MP_8099 ,4,02/02/2016,238,39,27/09/2016,3.05
IRE_MP_8100 ,4,10/02/2016,48,13,29/03/2016,3.52
IRE_MP_8100 ,4,10/02/2016,55,14,05/04/2016,3.45
IRE_MP_8100 ,4,10/02/2016,62,15,12/04/2016,3.38
IRE_MP_8100 ,4,10/02/2016,69,16,19/04/2016,3.46
IRE_MP_8100 ,4,10/02/2016,83,18,03/05/2016,3.44
IRE_MP_8100 ,4,10/02/2016,90,19,10/05/2016,3.45
IRE_MP_8100 ,4,10/02/2016,97,20,17/05/2016,3.54
IRE_MP_8100 ,4,10/02/2016,104,21,24/05/2016,3.53
IRE_MP_8100 ,4,10/02/2016,111,22,31/05/2016,3.53
IRE_MP_8100 ,4,10/02/2016,118,23,07/06/2016,3.51
IRE_MP_8100 ,4,10/02/2016,160,29,19/07/2016,3.40
IRE_MP_8100 ,4,10/02/2016,188,33,16/08/2016,3.38
IRE_MP_8100 ,4,10/02/2016,195,34,23/08/2016,3.39
IRE_MP_8100 ,4,10/02/2016,202,35,30/08/2016,3.38
IRE_MP_8100 ,4,10/02/2016,209,36,06/09/2016,3.45
IRE_MP_8100 ,4,10/02/2016,230,39,27/09/2016,3.39
IRE_MP_8100 ,4,10/02/2016,237,40,04/10/2016,3.50
IRE_MP_8100 ,4,10/02/2016,244,41,11/10/2016,3.78
IRE_MP_8100 ,4,10/02/2016,251,42,18/10/2016,3.50
IRE_MP_8100 ,4,10/02/2016,258,43,25/10/2016,3.66
IRE_MP_8100 ,4,10/02/2016,265,44,01/11/2016,3.66
IRE_MP_8100 ,4,10/02/2016,272,45,08/11/2016,3.69
IRE_MP_8100 ,4,10/02/2016,279,46,15/11/2016,3.77
IRE_MP_8100 ,4,10/02/2016,286,47,22/11/2016,3.62
IRE_MP_8105 ,4,25/02/2016,26,12,22/03/2016,3.85
IRE_MP_8105 ,4,25/02/2016,33,13,29/03/2016,3.80
IRE_MP_8105 ,4,25/02/2016,40,14,05/04/2016,3.87
IRE_MP_8105 ,4,25/02/2016,47,15,12/04/2016,3.82
IRE_MP_8105 ,4,25/02/2016,54,16,19/04/2016,3.84
IRE_MP_8105 ,4,25/02/2016,68,18,03/05/2016,3.84
IRE_MP_8105 ,4,25/02/2016,75,19,10/05/2016,3.82
IRE_MP_8105 ,4,25/02/2016,82,20,17/05/2016,3.97
IRE_MP_8105 ,4,25/02/2016,89,21,24/05/2016,3.71
IRE_MP_8105 ,4,25/02/2016,96,22,31/05/2016,3.84
IRE_MP_8105 ,4,25/02/2016,103,23,07/06/2016,3.80
IRE_MP_8105 ,4,25/02/2016,145,29,19/07/2016,3.76
IRE_MP_8105 ,4,25/02/2016,173,33,16/08/2016,3.66
IRE_MP_8105 ,4,25/02/2016,180,34,23/08/2016,3.52
IRE_MP_8105 ,4,25/02/2016,187,35,30/08/2016,3.64
IRE_MP_8105 ,4,25/02/2016,194,36,06/09/2016,3.66
IRE_MP_8105 ,4,25/02/2016,215,39,27/09/2016,3.62
IRE_MP_8105 ,4,25/02/2016,222,40,04/10/2016,3.67
IRE_MP_8105 ,4,25/02/2016,229,41,11/10/2016,3.56
IRE_MP_8105 ,4,25/02/2016,236,42,18/10/2016,3.69
IRE_MP_8105 ,4,25/02/2016,243,43,25/10/2016,3.63
IRE_MP_8105 ,4,25/02/2016,250,44,01/11/2016,3.70
IRE_MP_8105 ,4,25/02/2016,264,46,15/11/2016,3.66
IRE_MP_8115 ,4,27/01/2016,48,11,15/03/2016,3.70
IRE_MP_8115 ,4,27/01/2016,62,13,29/03/2016,3.74
IRE_MP_8115 ,4,27/01/2016,69,14,05/04/2016,3.71
IRE_MP_8115 ,4,27/01/2016,76,15,12/04/2016,3.70
IRE_MP_8115 ,4,27/01/2016,83,16,19/04/2016,3.83
IRE_MP_8115 ,4,27/01/2016,97,18,03/05/2016,3.71
IRE_MP_8115 ,4,27/01/2016,104,19,10/05/2016,3.82
IRE_MP_8115 ,4,27/01/2016,118,21,24/05/2016,3.96
IRE_MP_8115 ,4,27/01/2016,125,22,31/05/2016,3.94
IRE_MP_8115 ,4,27/01/2016,132,23,07/06/2016,3.82
IRE_MP_8115 ,4,27/01/2016,174,29,19/07/2016,3.79
IRE_MP_8120 ,4,30/01/2016,59,13,29/03/2016,3.70
IRE_MP_8120 ,4,30/01/2016,66,14,05/04/2016,3.82
IRE_MP_8120 ,4,30/01/2016,73,15,12/04/2016,3.74
IRE_MP_8120 ,4,30/01/2016,80,16,19/04/2016,3.75
IRE_MP_8120 ,4,30/01/2016,101,19,10/05/2016,3.69
IRE_MP_8301 ,4,27/01/2016,48,11,15/03/2016,3.43
IRE_MP_8301 ,4,27/01/2016,55,12,22/03/2016,3.39
IRE_MP_8301 ,4,27/01/2016,62,13,29/03/2016,3.38
IRE_MP_8301 ,4,27/01/2016,69,14,05/04/2016,3.48
IRE_MP_8301 ,4,27/01/2016,76,15,12/04/2016,3.47
IRE_MP_8301 ,4,27/01/2016,83,16,19/04/2016,3.38
IRE_MP_8301 ,4,27/01/2016,104,19,10/05/2016,3.34
IRE_MP_8301 ,4,27/01/2016,111,20,17/05/2016,3.50
IRE_MP_8301 ,4,27/01/2016,118,21,24/05/2016,3.52
IRE_MP_8301 ,4,27/01/2016,125,22,31/05/2016,3.50
IRE_MP_8301 ,4,27/01/2016,132,23,07/06/2016,3.41
IRE_MP_8301 ,4,27/01/2016,174,29,19/07/2016,3.54
IRE_MP_8301 ,4,27/01/2016,202,33,16/08/2016,3.54
IRE_MP_8301 ,4,27/01/2016,209,34,23/08/2016,3.50
IRE_MP_8301 ,4,27/01/2016,216,35,30/08/2016,3.54
IRE_MP_8301 ,4,27/01/2016,223,36,06/09/2016,3.53
IRE_MP_8301 ,4,27/01/2016,244,39,27/09/2016,3.68
IRE_MP_8301 ,4,27/01/2016,251,40,04/10/2016,3.56
IRE_MP_8301 ,4,27/01/2016,265,42,18/10/2016,3.61
IRE_MP_8301 ,4,27/01/2016,272,43,25/10/2016,3.67
IRE_MP_8301 ,4,27/01/2016,279,44,01/11/2016,3.60
IRE_MP_8308 ,4,30/01/2016,73,15,12/04/2016,2.86
IRE_MP_8308 ,4,30/01/2016,80,16,19/04/2016,2.98
IRE_MP_8308 ,4,30/01/2016,101,19,10/05/2016,3.05
IRE_MP_8308 ,4,30/01/2016,108,20,17/05/2016,3.08
IRE_MP_8308 ,4,30/01/2016,115,21,24/05/2016,3.05
IRE_MP_8308 ,4,30/01/2016,122,22,31/05/2016,3.17
IRE_MP_8308 ,4,30/01/2016,129,23,07/06/2016,3.06
IRE_MP_8308 ,4,30/01/2016,171,29,19/07/2016,2.94
IRE_MP_8308 ,4,30/01/2016,206,34,23/08/2016,3.23
IRE_MP_8308 ,4,30/01/2016,213,35,30/08/2016,3.25
IRE_MP_8308 ,4,30/01/2016,220,36,06/09/2016,3.14
IRE_MP_8308 ,4,30/01/2016,241,39,27/09/2016,3.14
IRE_MP_8308 ,4,30/01/2016,248,40,04/10/2016,3.26
IRE_MP_8308 ,4,30/01/2016,255,41,11/10/2016,3.19
IRE_MP_8308 ,4,30/01/2016,262,42,18/10/2016,3.11
IRE_MP_8308 ,4,30/01/2016,269,43,25/10/2016,3.31
IRE_MP_8308 ,4,30/01/2016,276,44,01/11/2016,3.21
IRE_MP_8308 ,4,30/01/2016,283,45,08/11/2016,3.11
IRE_MP_8308 ,4,30/01/2016,290,46,15/11/2016,3.30
IRE_MP_8329 ,4,02/02/2016,56,13,29/03/2016,3.44
IRE_MP_8329 ,4,02/02/2016,63,14,05/04/2016,3.34
IRE_MP_8329 ,4,02/02/2016,70,15,12/04/2016,3.44
IRE_MP_8329 ,4,02/02/2016,77,16,19/04/2016,3.53
IRE_MP_8329 ,4,02/02/2016,91,18,03/05/2016,3.43
IRE_MP_8329 ,4,02/02/2016,98,19,10/05/2016,3.61
IRE_MP_8329 ,4,02/02/2016,105,20,17/05/2016,3.71
IRE_MP_8329 ,4,02/02/2016,112,21,24/05/2016,3.62
IRE_MP_8329 ,4,02/02/2016,119,22,31/05/2016,3.53
IRE_MP_8329 ,4,02/02/2016,126,23,07/06/2016,3.53
IRE_MP_8329 ,4,02/02/2016,168,29,19/07/2016,3.56
IRE_MP_8329 ,4,02/02/2016,196,33,16/08/2016,3.49
IRE_MP_8329 ,4,02/02/2016,210,35,30/08/2016,3.38
IRE_MP_8329 ,4,02/02/2016,217,36,06/09/2016,3.49
IRE_MP_8329 ,4,02/02/2016,238,39,27/09/2016,3.50
IRE_MP_8329 ,4,02/02/2016,245,40,04/10/2016,3.49
IRE_MP_8329 ,4,02/02/2016,252,41,11/10/2016,3.47
IRE_MP_8329 ,4,02/02/2016,259,42,18/10/2016,3.56
IRE_MP_8329 ,4,02/02/2016,266,43,25/10/2016,3.61
IRE_MP_8329 ,4,02/02/2016,273,44,01/11/2016,3.54
IRE_MP_8329 ,4,02/02/2016,280,45,08/11/2016,3.54
IRE_MP_8329 ,4,02/02/2016,287,46,15/11/2016,3.50
IRE_MP_8500 ,3,24/01/2016,58,12,22/03/2016,3.43
IRE_MP_8500 ,3,24/01/2016,65,13,29/03/2016,3.31
IRE_MP_8500 ,3,24/01/2016,72,14,05/04/2016,3.41
IRE_MP_8500 ,3,24/01/2016,79,15,12/04/2016,3.25
IRE_MP_8500 ,3,24/01/2016,86,16,19/04/2016,3.43
IRE_MP_8500 ,3,24/01/2016,100,18,03/05/2016,3.58
IRE_MP_8500 ,3,24/01/2016,107,19,10/05/2016,3.56
IRE_MP_8500 ,3,24/01/2016,121,21,24/05/2016,3.58
IRE_MP_8500 ,3,24/01/2016,128,22,31/05/2016,3.67
